file,issue_folder,volume,issue_number,month,year,title,authors,keywords,pages,abstract_words,duplicate_of,abstract
IJEPA-2026-024.pdf,Vol 1_Issue 5_May 2026,1,5,May,2026,Zero Trust Security Architecture for Modern Enterprise Networks,Madhavi Ramesh Pole,"Zero Trust Architecture, Identity and Access Management, Micro-segmentation, Policy Decision Point, Continuous Authentication, MITRE ATT&CK, SIEM, SOAR, NIST SP 800-207, Enterprise Security",10,218,,"The dissolution of the traditional enterprise perimeter — driven by cloud adoption, remote work, bring-your-own- device (BYOD) policies, and increasingly sophisticated adversaries — has rendered the castle-and-moat security model functionally obsolete. Zero Trust Architecture (ZTA), first articulated by Forrester Research and subsequently codified in NIST SP 800-207, posits that no user, device, or network segment should be implicitly trusted, regardless of physical or logical location. This paper presents a comprehensive design, implementation, and empirical evaluation of a Zero Trust Security Architecture for modern enterprise networks. The proposed framework integrates six interdependent layers: identity and access management (IAM) with continuous authentication; device trust enforcement via mobile device management (MDM) and endpoint detection and response (EDR); network micro-segmentation using software-defined networking; application-layer policy enforcement points (PEPs) governed by a centralised Policy Decision Point (PDP); data classification and loss prevention; and an analytics layer providing real-time threat detection via SIEM/SOAR orchestration. Evaluated over a twelve- month production deployment in a 3,200-user hybrid enterprise environment, the architecture achieves a 96.4% threat detection rate, reduces mean time to remediate (MTTR) from 310 to 76 minutes, lowers lateral movement success rates from 34% to 4.2%, and attains a NIST Cybersecurity Framework score of 4.3 out of 5.0. The system reaches financial break-even at 22 months with a projected Year-5 net benefit of $1.58 million."
IJEPA-2026-025.pdf,Vol 1_Issue 5_May 2026,1,5,May,2026,Network Slicing Strategies for 6G Communication Systems,Akshay Khatake,"6G Networks, Network Slicing, Federated Learning, Deep Reinforcement Learning, O-RAN, Terahertz Communication, RIS, URLLC, eMBB, mMTC, Resource Orchestration",6,176,,"The emergence of sixth-generation (6G) wireless communication systems demands a fundamentally new paradigm for network resource management, driven by requirements that dwarf those of 5G: terabit-per-second peak throughput, sub- 0.1 ms end-to-end latency, 10⁷ devices per km², and 99.9999% reliability. Network slicing the simultaneous creation of multiple isolated logical networks over a shared physical substrate is the cornerstone mechanism for satisfying these heterogeneous demands across enhanced Mobile Broadband (eMBB), Ultra-Reliable Low Latency Communication (URLLC), and massive Machine-Type Communication (mMTC) service classes. This paper proposes an AI-native slicing framework integrating Federated Learning (FL) with Deep Reinforcement Learning (DRL) for autonomous, privacy-preserving slice admission control and dynamic resource orchestration. The framework is evaluated on a 6G simulation testbed spanning terahertz (THz) air interfaces, Reconfigurable Intelligent Surfaces (RIS), and Open RAN (O-RAN) disaggregated architecture. Compared to threshold-based and pure DRL baselines, the proposed FL+DRL method achieves 97.8% SLA satisfaction, 88.9% resource utilization, eMBB throughput of 847 Gbps, and URLLC latency of 0.09 ms within 6.7% of the oracle upper bound while reducing inter-operator data exposure through federated gradient aggregation"
IJEPA-2026-026.pdf,Vol 1_Issue 6_June 2026,1,6,June,2026,Plant Disease Identification Using Transfer Learning and Image Analysis,ShivaKumar Pandre,"Plant Disease Detection, Transfer Learning, EfficientNetV2, Convolutional Neural Networks, Deep Learning, Precision Agriculture, Image Classification, Grad-CAM, Plant Village, Fine-Tuning",8,217,,"Plant diseases are responsible for 20–40% of global crop yield losses annually, causing food insecurity and economic hardship for an estimated 500 million smallholder farming families worldwide. Traditional disease diagnosis relies on visual inspection by trained agronomists — a process that is slow, expensive, subjective, and geographically inaccessible to most rural farmers. Deep learning-based automated plant disease identification from leaf images offers a scalable, low-cost alternative deployable via smartphone. This paper presents a comprehensive transfer learning framework for plant disease identification across 38 disease and health categories spanning eight crop species tomato, potato, wheat, corn, grape, apple, pepper, and strawberry. We systematically evaluate seven pre-trained convolutional neural network (CNN) architectures VGG-16, ResNet-50, InceptionV3, MobileNetV3-Large, DenseNet-121, EfficientNetB4, and EfficientNetV2-S using a combined dataset of 78,568 curated leaf images drawn from the Plant Village benchmark and field-collected samples from Maharashtra, India. The EfficientNetV2-S backbone, fine-tuned with a two-phase progressive unfreeze strategy, achieves 98.4% overall test accuracy, 98.3% macro-average F1-score, and AUC-ROC of 0.997 outperforming all baseline architectures by 2.3–7.2 percentage points. Gradient-weighted Class Activation Mapping (Grad-CAM) confirms that the model localizes disease lesions accurately, providing interpretable explanations for agronomic validation. At 0.39 seconds per image inference on a standard GPU and 84 MB quantized model size, the framework is deployable on edge devices for field use by smallholder farmers."
IJEPA-2026-027.pdf,Vol 1_Issue 6_June 2026,1,6,June,2026,Attention-Based Transformer Models for Long-Sequence Time Series Forecasting,Vaishnavi Patil,"Transformer, Self-Attention, Time Series Forecasting, Informer, ProbSparse Attention, Long-Sequence Prediction",6,106,,"Long-sequence time series forecasting predicting hundreds to thousands of future steps from historical observations spanning equivalent or greater lengths is a foundational challenge in energy management, climate modelling, financial analysis, health monitoring, and industrial process control. Classical recurrent architectures (LSTM, GRU) suffer from gradient vanishing over long histories, while convolutional models (TCN, WaveNet) provide efficient parallelism but limited receptive fields without deep stacking. The Transformer's self-attention mechanism, capable of directly relating any two positions in a sequence regardless of their temporal distance, is theoretically ideal for long-range dependency modelling, but its O(L²) time and memory complexity renders naive application to sequences of length L>512 computationally prohibitive."
IJEPA-2026-028.pdf,Vol 1_Issue 6_June 2026,1,6,June,2026,Sparse Mixture-of-Experts Neural Networks for Scalable Multi-Task Learning,Shankar Gambhire,"Mixture of Experts, Multi-Task Learning, Sparse Gating, Conditional Computation, Load Balancing",8,257,,"Multi-task learning (MTL) promises to improve generalisation and parameter efficiency by sharing representations across related tasks, but naive dense-parameter sharing consistently suffers from task interference — the phenomenon whereby gradient updates from one task corrupt the representations learned for another. Sparse Mixture-of-Experts (SMoE) models offer a principled solution: by routing each input token to a small subset of K experts from a pool of E total experts, the model can simultaneously achieve (i) parameter scaling (total parameters ∝ E) without proportional FLOPs increase (active FLOPs ∝ K/E), and (ii) adaptive specialisation, wherein different subsets of experts are recruited for different tasks without explicit routing supervision. This paper presents SMoE-MTL, a Sparse Mixture-of-Experts architecture designed specifically for multi- task learning across heterogeneous NLP, vision-language, code generation, and mathematical reasoning benchmarks. SMoE- MTL integrates a noisy Top-K router with auxiliary load-balancing loss, a shared Transformer encoder feeding a pool of E=8 parallel feed-forward experts, per-task output heads, and a task-conditioned routing regulariser that encourages cross-task expert diversity. Evaluated across eight benchmark tasks — SST-2, CoNLL-2003 NER, WMT-14 Machine Translation, VQAv2, MS-COCO Captioning, HumanEval Code Generation, MATH, and SQuAD 2.0 — SMoE-MTL achieves an average normalised performance of 96.2% relative to single-task oracle baselines, outperforming dense MTL by 5.5 percentage points, MoE-Top1 by 3.4 pp, and Soft MoE by 2.6 pp. Expert routing analysis reveals spontaneous task specialisation: each expert develops a distinct activation profile across task types, with code generation and mathematical reasoning sharing two experts (positive transfer +3.2 pp) while sentiment analysis and NER share separate language-structure experts."
IJEPA-2026-029.pdf,Vol 1_Issue 6_June 2026,1,6,June,2026,Capsule Networks with Dynamic Routing for Robust Image Classification,Shiva Pandre,"Capsule Networks, Dynamic Routing, Image Classification, CapsNet, Squash Activation, Reconstruction Loss, Equivariance, Adversarial Robustness, FGSM, Pose Estimation, Deep Learning",7,277,,"Convolutional Neural Networks (CNNs) have achieved remarkable accuracy on standard image classification benchmarks, yet remain fundamentally limited by their pooling operations, which discard precise spatial relationships among features and render them vulnerable to viewpoint changes, rotations, and adversarial perturbations. Capsule Networks (CapsNets), introduced by Sabour, Frosst, and Hinton (2017), address this limitation by replacing scalar neuronal activations with vectorial capsule activations that encode both the presence and the instantiation parameters (pose, scale, deformation) of visual entities, with Dynamic Routing-by-Agreement replacing max-pooling to propagate only those lower-level features that are geometrically consistent with higher-level entities. Despite their theoretical elegance, CapsNets have underperformed competitive deep CNNs on challenging benchmarks, largely due to limited research into optimizing their routing parameters, capsule dimensionality, and reconstruction regularization. This paper presents DR-CapsNet an Enhanced Dynamic Routing Capsule Network that systematically optimizes CapsNet design through: (i) improved routing iteration scheduling with adaptive convergence detection; (ii) 16-dimensional DigitCaps replacing the original 8D and 16D configurations to empirically identify the optimal pose vector dimensionality; (iii) enhanced reconstruction regularization with a three-layer decoder providing stronger spatial regularization without over-constraining the pose space; and (iv) a comprehensive evaluation across five benchmark datasets (MNIST, Fashion-MNIST, CIFAR-10, SVHN, Small NORB) and adversarial robustness assessment under FGSM attack. DR-CapsNet achieves 99.82% accuracy on MNIST (error 0.18%), 95.34% on Fashion-MNIST, 93.85% on CIFAR-10, 97.98% on SVHN, and 97.21% on Small NORB outperforming the original CapsNet on every benchmark and achieving best-in-class performance on Small NORB (+1.03 pp over DeepCaps). Under FGSM adversarial attack at ε=0.30, DR-CapsNet retains 89.24% accuracy versus 54.21% for ResNet-50 and 37.84% for a standard CNN a 34.7 percentage-point robustness advantage that we attribute to CapsNet's inherent equivariance properties."
IJEPA-2026-030.pdf,Vol 1_Issue 6_June 2026,1,6,June,2026,Energy-Aware Cluster-Based Routing Protocol for Heterogeneous Wireless Sensor Networks,Shiva Pandre,"Wireless Sensor Networks, Cluster-Based Routing, Heterogeneous WSN, Energy-Aware Protocol, LEACH, Cluster Head Election",8,135,,"Wireless Sensor Networks (WSNs) deployed in precision agriculture, environmental monitoring, industrial surveillance, and smart infrastructure increasingly comprise nodes with heterogeneous initial energy capacities. Classical cluster-based protocols such as LEACH and SEP assume homogeneous node populations and consequently fail to exploit the energy surplus of higher-capacity advanced and super nodes, leading to premature hotspot depletion and shortened network lifetime. This paper proposes the Energy-Aware Cluster-Based Routing Protocol for Heterogeneous WSNs (EA-CBRHP), a novel multi-level clustering and multi-hop inter-cluster routing scheme that explicitly accounts for node heterogeneity in both cluster head election and intra-cluster communication. The EA-CBRHP threshold function weights residual energy, initial energy ratio, and node type to elect cluster heads preferentially from energy-rich advanced and super nodes, while a multi- hop inter-cluster routing layer reduces long-distance transmission costs by relaying data through intermediary cluster heads."
IJEPA-2026-031.pdf,Vol 1_Issue 7_July 2026,1,7,July,2026,Plant Disease Identification Using Transfer Learning and Image Analysis,ShivaKumar Pandre,"Plant Disease Detection, Transfer Learning, EfficientNetV2, Convolutional Neural Networks, Deep Learning, Precision Agriculture, Image Classification, Grad-CAM, Plant Village, Fine-Tuning",8,217,IJEPA-2026-026.pdf,"Plant diseases are responsible for 20–40% of global crop yield losses annually, causing food insecurity and economic hardship for an estimated 500 million smallholder farming families worldwide. Traditional disease diagnosis relies on visual inspection by trained agronomists — a process that is slow, expensive, subjective, and geographically inaccessible to most rural farmers. Deep learning-based automated plant disease identification from leaf images offers a scalable, low-cost alternative deployable via smartphone. This paper presents a comprehensive transfer learning framework for plant disease identification across 38 disease and health categories spanning eight crop species tomato, potato, wheat, corn, grape, apple, pepper, and strawberry. We systematically evaluate seven pre-trained convolutional neural network (CNN) architectures VGG-16, ResNet-50, InceptionV3, MobileNetV3-Large, DenseNet-121, EfficientNetB4, and EfficientNetV2-S using a combined dataset of 78,568 curated leaf images drawn from the Plant Village benchmark and field-collected samples from Maharashtra, India. The EfficientNetV2-S backbone, fine-tuned with a two-phase progressive unfreeze strategy, achieves 98.4% overall test accuracy, 98.3% macro-average F1-score, and AUC-ROC of 0.997 outperforming all baseline architectures by 2.3–7.2 percentage points. Gradient-weighted Class Activation Mapping (Grad-CAM) confirms that the model localizes disease lesions accurately, providing interpretable explanations for agronomic validation. At 0.39 seconds per image inference on a standard GPU and 84 MB quantized model size, the framework is deployable on edge devices for field use by smallholder farmers."
IJEPA-2026-032.pdf,Vol 1_Issue 7_July 2026,1,7,July,2026,A Structured Analysis of E-Learning Methodologies and Emerging Trends in Modern Information Technology,Manish P. Raut | Pallavi M. Pabal | Dr. Yogesh B. Gurav | Rashmi V. Dharse | Prashant Kathole | Damini Malviya,"E-learning, Adaptive Learning, Learning Management Systems, Artificial Intelligence in Education, Learning Analytics, Cloud Computing, Mobile Learning, Immersive Learning, Educational Technology",12,177,IJEPA-2026-019.pdf,"The rapid advancement of information and communication technologies has significantly transformed modern education, leading to the widespread adoption of e-learning systems. However, existing studies often focus on isolated tools or methodologies without providing a unified and structured perspective. This study presents a comprehensive analysis of e- learning methodologies and their integration with emerging technologies such as artificial intelligence, cloud computing, learning analytics, and immersive environments. The paper proposes a structured framework that combines traditional instructional approaches with modern, technology-driven methodologies to enhance personalization, scalability, and learning effectiveness. Various e-learning models, including web-based, LMS-based, adaptive, mobile, and immersive learning, are systematically analyzed along with the supporting technological infrastructure. Furthermore, the study examines emerging trends, key challenges, and future directions in digital education. A comparative analysis of different methodologies is also presented to highlight their advantages and limitations. The findings indicate a clear shift toward intelligent, learner-centered, and data-driven educational systems. This work contributes to the development of scalable, adaptive, and sustainable e- learning environments by providing a structured and reproducible approach for integrating pedagogy with modern technological advancements."
IJEPA-2026-033.pdf,Vol 1_Issue 7_July 2026,1,7,July,2026,"A Pattern-Based Framework for Prompt Engineering in Large Language Models: Techniques, Applications, and Comparative Analysis",Pranit Tambe | Manish P. Raut | Dr. Yogesh B. Gurav | Kartik Lanjulkar | Mohit Kulkarni | Rashmi V. Dharse,"Prompt Engineering, Large Language Models, Pattern-Based Framework, Natural Language Processing, Few- Shot Learning, Zero-Shot Learning, AI Interaction, Text Generation, Prompt Optimization, LLM Applications",11,156,IJEPA-2026-018.pdf,"Large Language Models (LLMs) have significantly advanced natural language processing; however, their effectiveness largely depends on the quality of input prompts. This paper presents a structured and pattern-based approach to prompt engineering, aimed at improving the accuracy, relevance, and controllability of LLM outputs. The study introduces a classification of prompt engineering patterns, including instructional, question-based, comparative, and zero/few-shot techniques. In addition, a unified prompt engineering framework is proposed that integrates user input, pattern-based design, iterative refinement, and feedback mechanisms. The framework is designed to enhance response quality across diverse applications such as information retrieval, content generation, and decision support. A comparative analysis highlights the advantages of structured prompting over unstructured interactions in terms of accuracy, efficiency, and contextual understanding. The findings demonstrate that pattern-oriented prompt engineering significantly improves model performance while reducing ambiguity and bias. This work contributes a systematic foundation for designing effective prompts and provides practical insights for researchers and practitioners working with LLMs."
IJEPA-2026-034.pdf,Vol 1_Issue 7_July 2026,1,7,July,2026,A Structured Framework for Efficient Cloud Migration and Modernization of Legacy Systems,Manish P. Raut | Mrs. Rashmi V. Dharse | Dr. Y. B. Gurav | Khushi Kalokhe | Pallavi M. Pabal,"Cloud Migration, Legacy System Modernization, Migration Framework, Containerization, DevOps, Data Migration, Cloud Security, Auto-Scaling",12,96,IJEPA-2026-017.pdf,"Cloud migration has become a critical strategy for organizations seeking scalability, flexibility, and cost efficiency. However, the migration process introduces challenges such as data security risks, interoperability issues, and performance optimization. Recent studies highlight the need for structured frameworks to support migration decision-making and reduce associated risks. This paper presents a comprehensive review of cloud migration strategies and identifies limitations in existing approaches. A decision-support framework is proposed that integrates technical, operational, and security factors to enhance migration efficiency. The proposed approach improves system performance and reliability, making it suitable for critical domains such as healthcare."
IJEPA-2026-035.pdf,Vol 1_Issue 7_July 2026,1,7,July,2026,Adaptive Energy Management Techniques for IoT Devices in LEO Satellite Systems,Mohan Singade,"LEO Satellite Systems, Energy management for LEO Satellite, Optimize Power for IOT devices in LEO Satellite",9,115,IJEPA-2026-020.pdf,"Low Earth Orbit (LEO) satellite constellations are becoming a viable solution for providing global Internet of Things (IoT) connectivity, particularly in remote and underserved areas. IoT devices communicating via LEO satellites, however, face significant energy limitations due to long-range transmissions, intermittent satellite availability, and constrained battery life. This study presents adaptive energy management strategies that optimize power usage by considering satellite pass predictions, channel conditions, traffic load, and device activity. The approach combines duty-cycling, adaptive transmission power, edge-assisted data aggregation, and reinforcement-learning-based scheduling. Simulation results indicate that the proposed methods can reduce energy consumption by 35–55% while ensuring reliable connectivity, thereby extending device lifetime and supporting scalable, sustainable large-scale IoT deployments over LEO satellite networks."
